Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Year (OrderDate),Discount,Number of Records,Profit,Quantity,Sales,Shipping Cost
Office Supplies,Beijing,China,RA-198851,Ruben Ausman,APAC,1/30/2015,IN-2014-27303,High,OFF-BI-10003142,"Acco Binder Covers, Clear",North Asia,27539,Corporate,2/3/2015,Standard Class,Beijing,Binders,2015,0,1,0,7,89.46,3.17
Office Supplies,Beijing,China,RA-198851,Ruben Ausman,APAC,1/30/2015,IN-2014-27303,High,OFF-BI-10004440,"Cardinal Binder, Economy",North Asia,27540,Corporate,2/3/2015,Standard Class,Beijing,Binders,2015,0,1,6.6,2,27.66,4.35
Office Supplies,Beijing,China,RA-198851,Ruben Ausman,APAC,1/30/2015,IN-2014-27303,High,OFF-LA-10000688,"Harbour Creations Shipping Labels, Laser Printer Compatible",North Asia,27541,Corporate,2/3/2015,Standard Class,Beijing,Labels,2015,0,1,8.7,2,22.92,3.26
Office Supplies,Beijing,China,RA-198851,Ruben Ausman,APAC,1/30/2015,IN-2014-27303,High,OFF-ST-10001186,"Rogers Trays, Industrial",North Asia,27542,Corporate,2/3/2015,Standard Class,Beijing,Storage,2015,0,1,42.24,2,124.32,20.06
Office Supplies,Beijing,China,RA-198851,Ruben Ausman,APAC,1/30/2015,IN-2014-27303,High,OFF-SU-10004575,"Fiskars Letter Opener, Steel",North Asia,27538,Corporate,2/3/2015,Standard Class,Beijing,Supplies,2015,0,1,7.38,3,73.89,13.3
Technology,Beijing,China,RA-198851,Ruben Ausman,APAC,1/30/2015,IN-2014-27303,High,TEC-MA-10004424,"Panasonic Phone, Durable",North Asia,27544,Corporate,2/3/2015,Standard Class,Beijing,Machines,2015,0,1,27.18,2,169.92,15.06
Technology,Beijing,China,RA-198851,Ruben Ausman,APAC,1/30/2015,IN-2014-27303,High,TEC-PH-10002683,"Apple Smart Phone, Cordless",North Asia,27543,Corporate,2/3/2015,Standard Class,Beijing,Phones,2015,0,1,470.82,2,1272.6,131.83
Furniture,Guangzhou,China,SS-205151,Shirley Schmidt,APAC,1/31/2015,IN-2014-16705,High,FUR-FU-10001746,"Advantus Stacking Tray, Durable",North Asia,21129,Home Office,2/4/2015,Second Class,Guangdong,Furnishings,2015,0,1,117,12,316.44,58.77
Office Supplies,Hailin,China,NS-186401,Noel Staavos,APAC,1/31/2015,IN-2014-38755,Medium,OFF-FA-10004659,"Stockwell Thumb Tacks, 12 Pack",North Asia,23846,Corporate,2/4/2015,Standard Class,Heilongjiang,Fasteners,2015,0,1,8.28,2,25.92,1.65
Office Supplies,Shanghai,China,RR-195251,Rick Reed,APAC,1/31/2015,IN-2014-29774,Critical,OFF-PA-10003332,"Xerox Cards & Envelopes, Recycled",North Asia,23825,Corporate,2/1/2015,First Class,Shanghai,Paper,2015,0,1,26.88,2,89.76,18.66
Technology,Shanghai,China,RR-195251,Rick Reed,APAC,1/31/2015,IN-2014-29774,Critical,TEC-CO-10001626,"Brother Copy Machine, Color",North Asia,23824,Corporate,2/1/2015,First Class,Shanghai,Copiers,2015,0,1,126.54,3,791.19,206.41
Furniture,Kunming,China,SJ-202151,Sarah Jordon,APAC,2/3/2015,IN-2014-27478,High,FUR-BO-10000666,"Ikea 3-Shelf Cabinet, Mobile",North Asia,30009,Consumer,2/8/2015,Standard Class,Yunnan,Bookcases,2015,0,1,40.56,2,289.92,12.13
Office Supplies,Shuangyashan,China,EK-137951,Eileen Kiefer,APAC,2/5/2015,IN-2014-58453,Medium,OFF-FA-10003833,"OIC Thumb Tacks, Metal",North Asia,24049,Home Office,2/11/2015,Standard Class,Heilongjiang,Fasteners,2015,0,1,0.99,1,14.19,1.04
Office Supplies,Nanyang,China,SC-202301,Scot Coram,APAC,2/5/2015,IN-2014-72747,Medium,OFF-AR-10000242,"BIC Pencil Sharpener, Blue",North Asia,20986,Corporate,2/8/2015,Second Class,Henan,Art,2015,0,1,15.66,3,87.03,6.12
Office Supplies,Nanyang,China,SC-202301,Scot Coram,APAC,2/5/2015,IN-2014-72747,Medium,OFF-FA-10002360,"Advantus Staples, Bulk Pack",North Asia,20987,Corporate,2/8/2015,Second Class,Henan,Fasteners,2015,0,1,14.76,4,43.44,6.26
Office Supplies,Nanyang,China,SC-202301,Scot Coram,APAC,2/5/2015,IN-2014-72747,Medium,OFF-SU-10000932,"Elite Shears, Steel",North Asia,20988,Corporate,2/8/2015,Second Class,Henan,Supplies,2015,0,1,3.66,2,92.82,9.55
Technology,Nanyang,China,SC-202301,Scot Coram,APAC,2/5/2015,IN-2014-72747,Medium,TEC-CO-10001703,"Brother Fax and Copier, High-Speed",North Asia,20985,Corporate,2/8/2015,Second Class,Henan,Copiers,2015,0,1,125.16,2,379.38,45.92
Technology,Nanyang,China,SC-202301,Scot Coram,APAC,2/5/2015,IN-2014-72747,Medium,TEC-CO-10004605,"HP Copy Machine, Color",North Asia,20989,Corporate,2/8/2015,Second Class,Henan,Copiers,2015,0,1,840.63,7,1715.91,13.53
Office Supplies,Jiaozuo,China,LC-169301,Linda Cazamias,APAC,2/13/2015,IN-2014-13121,Medium,OFF-FA-10003962,"Accos Thumb Tacks, Assorted Sizes",North Asia,24196,Corporate,2/13/2015,Same Day,Henan,Fasteners,2015,0,1,1.5,2,22.26,2.97
Furniture,Changzhou,China,AC-106151,Ann Chong,APAC,2/14/2015,IN-2014-73048,Medium,FUR-BO-10001641,"Bush 3-Shelf Cabinet, Traditional",North Asia,26593,Corporate,2/16/2015,Second Class,Jiangsu,Bookcases,2015,0,1,200.64,4,573.48,85.41
Furniture,Changzhou,China,AC-106151,Ann Chong,APAC,2/14/2015,IN-2014-73048,Medium,FUR-FU-10000541,"Advantus Frame, Duo Pack",North Asia,26590,Corporate,2/16/2015,Second Class,Jiangsu,Furnishings,2015,0,1,57.78,2,222.36,17.97
Furniture,Changzhou,China,AC-106151,Ann Chong,APAC,2/14/2015,IN-2014-73048,Medium,FUR-FU-10002335,"Rubbermaid Light Bulb, Durable",North Asia,26591,Corporate,2/16/2015,Second Class,Jiangsu,Furnishings,2015,0,1,22.2,5,79.35,11.77
Office Supplies,Changzhou,China,AC-106151,Ann Chong,APAC,2/14/2015,IN-2014-73048,Medium,OFF-ST-10004228,"Tenex Shelving, Industrial",North Asia,26589,Corporate,2/16/2015,Second Class,Jiangsu,Storage,2015,0,1,170.7,10,551.4,17.37
Technology,Changzhou,China,AC-106151,Ann Chong,APAC,2/14/2015,IN-2014-73048,Medium,TEC-PH-10003613,"Apple Signal Booster, VoIP",North Asia,26592,Corporate,2/16/2015,Second Class,Jiangsu,Phones,2015,0,1,81.99,3,410.22,0.9
Technology,Changzhou,China,AC-106151,Ann Chong,APAC,2/14/2015,IN-2014-73048,Medium,TEC-PH-10001614,"Motorola Audio Dock, VoIP",North Asia,26588,Corporate,2/16/2015,Second Class,Jiangsu,Phones,2015,0,1,97.08,2,346.92,22.4
Technology,Shanghai,China,KD-162701,Karen Daniels,APAC,2/14/2015,IN-2014-54995,Medium,TEC-AC-10001438,"SanDisk Flash Drive, Programmable",North Asia,28591,Consumer,2/17/2015,First Class,Shanghai,Accessories,2015,0,1,20.88,3,123.12,7.86
Office Supplies,Mianyang,China,FC-142451,Frank Carlisle,APAC,2/15/2015,IN-2014-17951,Medium,OFF-AR-10004900,"Boston Canvas, Easy-Erase",North Asia,25480,Home Office,2/19/2015,Standard Class,Sichuan,Art,2015,0,1,61.38,6,323.46,31.02
Office Supplies,Mianyang,China,FC-142451,Frank Carlisle,APAC,2/15/2015,IN-2014-17951,Medium,OFF-SU-10003473,"Elite Trimmer, Steel",North Asia,25481,Home Office,2/19/2015,Standard Class,Sichuan,Supplies,2015,0,1,16.41,1,41.07,2.41
Furniture,Jincheng,China,MO-178001,Meg O'Connel,APAC,2/21/2015,IN-2014-45601,Medium,FUR-CH-10002060,"SAFCO Rocking Chair, Adjustable",North Asia,29231,Home Office,2/26/2015,Second Class,Shanxi,Chairs,2015,0,1,70.02,3,412.2,21.34
Office Supplies,Luoyang,China,CC-126101,Corey Catlett,APAC,2/24/2015,IN-2014-65817,Medium,OFF-BI-10004868,"Wilson Jones Hole Reinforcements, Durable",North Asia,28700,Corporate,2/28/2015,Standard Class,Guangdong,Binders,2015,0,1,0.72,4,24.12,1.75
Technology,Luoyang,China,CC-126101,Corey Catlett,APAC,2/24/2015,IN-2014-65817,Medium,TEC-AC-10001090,"Enermax Mouse, Programmable",North Asia,28698,Corporate,2/28/2015,Standard Class,Guangdong,Accessories,2015,0,1,36.72,2,83.58,7.76
Technology,Luoyang,China,CC-126101,Corey Catlett,APAC,2/24/2015,IN-2014-65817,Medium,TEC-CO-10000679,"Hewlett Personal Copier, High-Speed",North Asia,28699,Corporate,2/28/2015,Standard Class,Guangdong,Copiers,2015,0,1,9.87,7,997.29,102.62
Office Supplies,Luoyang,China,MJ-177401,Max Jones,APAC,2/25/2015,IN-2014-34870,Medium,OFF-AP-10000391,"Hamilton Beach Coffee Grinder, Black",North Asia,21768,Consumer,2/27/2015,Second Class,Henan,Appliances,2015,0,1,37.86,2,84.18,1.18
Office Supplies,Luoyang,China,MJ-177401,Max Jones,APAC,2/25/2015,IN-2014-34870,Medium,OFF-BI-10001645,"Ibico Binding Machine, Recycled",North Asia,21769,Consumer,2/27/2015,Second Class,Henan,Binders,2015,0,1,15.48,3,155.34,7.01
Furniture,Guiping,China,AC-104201,Alyssa Crouse,APAC,2/28/2015,IN-2014-65502,Medium,FUR-CH-10004694,"Office Star Rocking Chair, Black",North Asia,21978,Corporate,3/5/2015,Standard Class,Guangxi,Chairs,2015,0,1,149.49,3,415.44,40.93
Office Supplies,Nantong,China,ES-140201,Erica Smith,APAC,3/1/2015,IN-2014-18301,High,OFF-EN-10004486,"GlobeWeis Business Envelopes, Security-Tint",North Asia,21973,Consumer,3/5/2015,Standard Class,Jiangsu,Envelopes,2015,0,1,4.32,2,39.48,2.99
Office Supplies,Nantong,China,ES-140201,Erica Smith,APAC,3/1/2015,IN-2014-18301,High,OFF-SU-10001407,"Fiskars Trimmer, Easy Grip",North Asia,21974,Consumer,3/5/2015,Standard Class,Jiangsu,Supplies,2015,0,1,20.16,2,87.84,6.69
Office Supplies,Shulan,China,MC-175751,Matt Collins,APAC,3/3/2015,IN-2014-52482,Critical,OFF-ST-10004703,"Tenex Folders, Single Width",North Asia,22810,Consumer,3/5/2015,First Class,Jilin,Storage,2015,0,1,9.3,2,46.5,11.16
Technology,Shulan,China,MC-175751,Matt Collins,APAC,3/3/2015,IN-2014-52482,Critical,TEC-CO-10000259,"Hewlett Ink, Color",North Asia,22811,Consumer,3/5/2015,First Class,Jilin,Copiers,2015,0,1,45,6,900.72,170.36
Office Supplies,Guangzhou,China,EP-139151,Emily Phan,APAC,3/4/2015,IN-2014-48912,High,OFF-BI-10002243,"Wilson Jones 3-Hole Punch, Durable",North Asia,25404,Consumer,3/6/2015,Second Class,Guangdong,Binders,2015,0,1,37.98,3,88.47,7.64
Furniture,Suzhou,China,FO-143051,Frank Olsen,APAC,3/13/2015,IN-2014-76058,High,FUR-CH-10004694,"Office Star Rocking Chair, Black",North Asia,20447,Consumer,3/15/2015,First Class,Gansu,Chairs,2015,0,1,348.81,7,969.36,104
Furniture,Suzhou,China,FO-143051,Frank Olsen,APAC,3/13/2015,IN-2014-76058,High,FUR-FU-10000496,"Eldon Clock, Duo Pack",North Asia,20450,Consumer,3/15/2015,First Class,Gansu,Furnishings,2015,0,1,53.16,2,113.16,25.81
Office Supplies,Suzhou,China,FO-143051,Frank Olsen,APAC,3/13/2015,IN-2014-76058,High,OFF-AR-10001773,"Sanford Markers, Water Color",North Asia,20445,Consumer,3/15/2015,First Class,Gansu,Art,2015,0,1,11.58,2,52.86,13.72
Office Supplies,Suzhou,China,FO-143051,Frank Olsen,APAC,3/13/2015,IN-2014-76058,High,OFF-EN-10003601,"GlobeWeis Clasp Envelope, Set of 50",North Asia,20449,Consumer,3/15/2015,First Class,Gansu,Envelopes,2015,0,1,0,5,49.5,0.46
Office Supplies,Suzhou,China,FO-143051,Frank Olsen,APAC,3/13/2015,IN-2014-76058,High,OFF-FA-10003604,"Stockwell Paper Clips, Assorted Sizes",North Asia,20446,Consumer,3/15/2015,First Class,Gansu,Fasteners,2015,0,1,6.24,4,45.36,8.46
Office Supplies,Suzhou,China,FO-143051,Frank Olsen,APAC,3/13/2015,IN-2014-76058,High,OFF-PA-10000302,"Eaton Computer Printout Paper, Multicolor",North Asia,20448,Consumer,3/15/2015,First Class,Gansu,Paper,2015,0,1,30.96,3,83.88,9.6
Office Supplies,Suzhou,China,FO-143051,Frank Olsen,APAC,3/13/2015,IN-2014-76058,High,OFF-PA-10000382,"SanDisk Computer Printout Paper, Multicolor",North Asia,20444,Consumer,3/15/2015,First Class,Gansu,Paper,2015,0,1,25.56,2,62.4,16.65
Furniture,Laiyang,China,BT-113951,Bill Tyler,APAC,3/14/2015,IN-2014-19561,High,FUR-CH-10003910,"Harbour Creations Chairmat, Adjustable",North Asia,23565,Corporate,3/19/2015,Standard Class,Shandong,Chairs,2015,0,1,229.32,7,521.43,51.3
Office Supplies,Laiyang,China,BT-113951,Bill Tyler,APAC,3/14/2015,IN-2014-19561,High,OFF-ST-10004060,"Fellowes Lockers, Blue",North Asia,23564,Corporate,3/19/2015,Standard Class,Shandong,Storage,2015,0,1,534.78,6,1243.98,165.47
Furniture,Luohe,China,BD-113201,Bill Donatelli,APAC,3/18/2015,IN-2014-21171,Medium,FUR-BO-10002000,"Ikea Classic Bookcase, Metal",North Asia,21545,Consumer,3/23/2015,Standard Class,Henan,Bookcases,2015,0,1,123.36,2,822.42,45.16
Furniture,Luohe,China,BD-113201,Bill Donatelli,APAC,3/18/2015,IN-2014-21171,Medium,FUR-TA-10000283,"Hon Wood Table, with Bottom Storage",North Asia,21546,Consumer,3/23/2015,Standard Class,Henan,Tables,2015,0.3,1,-488.916,4,1487.724,124.4
Office Supplies,Luohe,China,BD-113201,Bill Donatelli,APAC,3/18/2015,IN-2014-21171,Medium,OFF-PA-10000302,"Eaton Computer Printout Paper, Multicolor",North Asia,21547,Consumer,3/23/2015,Standard Class,Henan,Paper,2015,0,1,30.96,3,83.88,5.49
Office Supplies,Deyang,China,HZ-149501,Henia Zydlo,APAC,3/18/2015,IN-2014-56962,Medium,OFF-ST-10004365,"Fellowes Shelving, Wire Frame",North Asia,21157,Consumer,3/23/2015,Second Class,Sichuan,Storage,2015,0,1,53.46,2,113.82,12.51
Office Supplies,Zhangzhou,China,AB-102551,Alejandro Ballentine,APAC,3/19/2015,IN-2014-65719,Medium,OFF-BI-10002424,"Avery Binder, Economy",North Asia,23125,Home Office,3/23/2015,Second Class,Fujian,Binders,2015,0,1,42.24,8,103.2,4.29
Office Supplies,Shanghai,China,SC-203801,Shahid Collister,APAC,3/20/2015,IN-2014-75855,High,OFF-AR-10002340,"Stanley Markers, Water Color",North Asia,26097,Consumer,3/22/2015,Second Class,Shanghai,Art,2015,0,1,43.2,9,228.42,28.62
Office Supplies,Shanghai,China,SC-203801,Shahid Collister,APAC,3/20/2015,IN-2014-75855,High,OFF-BI-10001032,"Avery Binding Machine, Recycled",North Asia,26096,Consumer,3/22/2015,Second Class,Shanghai,Binders,2015,0,1,81.15,5,246,43.94
Office Supplies,Huangshi,China,DJ-135101,Don Jones,APAC,3/22/2015,IN-2014-17874,Medium,OFF-PA-10002862,"Green Bar Message Books, Recycled",North Asia,27519,Corporate,3/27/2015,Standard Class,Hubei,Paper,2015,0,1,16.29,3,71.1,5.42
Technology,Beijing,China,CJ-118751,Carl Jackson,APAC,3/26/2015,IN-2014-37040,High,TEC-CO-10003589,"HP Fax Machine, Digital",North Asia,23241,Corporate,3/30/2015,Standard Class,Beijing,Copiers,2015,0,1,134.73,3,898.74,109.79
Furniture,Luoyang,China,GW-146051,Giulietta Weimer,APAC,3/26/2015,IN-2014-20499,High,FUR-BO-10000961,"Bush Stackable Bookrack, Pine",North Asia,21555,Consumer,3/29/2015,Second Class,Guangdong,Bookcases,2015,0,1,134.82,3,374.58,42.33
Furniture,Luoyang,China,GW-146051,Giulietta Weimer,APAC,3/26/2015,IN-2014-20499,High,FUR-FU-10000306,"Rubbermaid Clock, Duo Pack",North Asia,21556,Consumer,3/29/2015,Second Class,Guangdong,Furnishings,2015,0,1,9,3,150.66,23.49
Furniture,Luoyang,China,GW-146051,Giulietta Weimer,APAC,3/26/2015,IN-2014-20499,High,FUR-TA-10002931,"Hon Round Table, with Bottom Storage",North Asia,21553,Consumer,3/29/2015,Second Class,Guangdong,Tables,2015,0.3,1,103.068,4,1444.548,190.28
Office Supplies,Luoyang,China,GW-146051,Giulietta Weimer,APAC,3/26/2015,IN-2014-20499,High,OFF-SU-10003515,"Acme Shears, Serrated",North Asia,21552,Consumer,3/29/2015,Second Class,Guangdong,Supplies,2015,0,1,40.8,8,372.96,26.48
Technology,Luoyang,China,GW-146051,Giulietta Weimer,APAC,3/26/2015,IN-2014-20499,High,TEC-CO-10001895,"Sharp Wireless Fax, Color",North Asia,21554,Consumer,3/29/2015,Second Class,Guangdong,Copiers,2015,0,1,96.39,9,3216.24,204.36
Technology,Anshun,China,LS-172451,Lynn Smith,APAC,3/26/2015,IN-2014-52538,High,TEC-CO-10001703,"Brother Fax and Copier, High-Speed",North Asia,21216,Consumer,3/30/2015,Standard Class,Guizhou,Copiers,2015,0,1,187.74,3,569.07,104.17
Technology,Anshun,China,LS-172451,Lynn Smith,APAC,3/26/2015,IN-2014-52538,High,TEC-PH-10003075,"Samsung Signal Booster, Full Size",North Asia,21215,Consumer,3/30/2015,Standard Class,Guizhou,Phones,2015,0,1,5.46,2,275.76,33.38
Office Supplies,Chongqing,China,AT-104351,Alyssa Tate,APAC,3/27/2015,IN-2014-23481,Medium,OFF-LA-10002633,"Novimex Shipping Labels, Laser Printer Compatible",North Asia,30238,Home Office,4/1/2015,Standard Class,Chongqing,Labels,2015,0,1,8.7,5,54.9,4.62
Furniture,Kaiyuan,China,AS-102851,Alejandro Savely,APAC,3/27/2015,ID-2014-64914,Medium,FUR-TA-10000147,"Lesro Coffee Table, Rectangular",North Asia,20317,Corporate,3/28/2015,First Class,Liaoning,Tables,2015,0.3,1,-284.526,6,1048.194,82.81
Furniture,Taiyuan,China,SU-206651,Stephanie Ulpright,APAC,3/27/2015,IN-2014-17104,High,FUR-CH-10001871,"Harbour Creations Steel Folding Chair, Set of Two",North Asia,29972,Home Office,3/31/2015,Second Class,Shanxi,Chairs,2015,0,1,30,5,500.7,104.58
Furniture,Taiyuan,China,SU-206651,Stephanie Ulpright,APAC,3/27/2015,IN-2014-17104,High,FUR-FU-10003736,"Rubbermaid Frame, Duo Pack",North Asia,29978,Home Office,3/31/2015,Second Class,Shanxi,Furnishings,2015,0,1,164.88,3,329.85,52.84
Office Supplies,Taiyuan,China,SU-206651,Stephanie Ulpright,APAC,3/27/2015,IN-2014-17104,High,OFF-AR-10001278,"Binney & Smith Pens, Water Color",North Asia,29974,Home Office,3/31/2015,Second Class,Shanxi,Art,2015,0,1,54.27,9,136.08,13.84
Office Supplies,Taiyuan,China,SU-206651,Stephanie Ulpright,APAC,3/27/2015,IN-2014-17104,High,OFF-EN-10001136,"Kraft Interoffice Envelope, Recycled",North Asia,29973,Home Office,3/31/2015,Second Class,Shanxi,Envelopes,2015,0,1,17.34,2,91.44,9.59
Office Supplies,Taiyuan,China,SU-206651,Stephanie Ulpright,APAC,3/27/2015,IN-2014-17104,High,OFF-ST-10000704,"Rogers File Cart, Blue",North Asia,29976,Home Office,3/31/2015,Second Class,Shanxi,Storage,2015,0,1,104.04,2,281.34,46
Office Supplies,Taiyuan,China,SU-206651,Stephanie Ulpright,APAC,3/27/2015,IN-2014-17104,High,OFF-SU-10003592,"Acme Ruler, High Speed",North Asia,29977,Home Office,3/31/2015,Second Class,Shanxi,Supplies,2015,0,1,2.64,4,66.84,3.01
Technology,Taiyuan,China,SU-206651,Stephanie Ulpright,APAC,3/27/2015,IN-2014-17104,High,TEC-CO-10000821,"Canon Ink, High-Speed",North Asia,29975,Home Office,3/31/2015,Second Class,Shanxi,Copiers,2015,0,1,1.44,1,145.35,10.71
Furniture,Chongqing,China,GZ-145451,George Zrebassa,APAC,3/31/2015,IN-2014-30852,Medium,FUR-CH-10003551,"Hon Swivel Stool, Black",North Asia,22088,Corporate,4/4/2015,Standard Class,Chongqing,Chairs,2015,0,1,232.11,3,483.66,54.25
Furniture,Chongqing,China,GZ-145451,George Zrebassa,APAC,3/31/2015,IN-2014-30852,Medium,FUR-FU-10001477,"Rubbermaid Stacking Tray, Black",North Asia,22089,Corporate,4/4/2015,Standard Class,Chongqing,Furnishings,2015,0,1,11.04,2,50.4,4.78
Office Supplies,Chongqing,China,GZ-145451,George Zrebassa,APAC,3/31/2015,IN-2014-30852,Medium,OFF-SU-10002388,"Elite Shears, Easy Grip",North Asia,22090,Corporate,4/4/2015,Standard Class,Chongqing,Supplies,2015,0,1,5.82,1,48.63,2.96
Office Supplies,Shenzhen,China,DM-133451,Denise Monton,APAC,4/1/2015,IN-2014-51831,Critical,OFF-LA-10002123,"Smead Legal Exhibit Labels, Alphabetical",North Asia,26049,Corporate,4/3/2015,First Class,Guangdong,Labels,2015,0,1,7.38,2,21.84,1.6
Furniture,Liaoyang,China,JF-154151,Jennifer Ferguson,APAC,4/1/2015,IN-2014-48625,Medium,FUR-TA-10001633,"Bevis Wood Table, with Bottom Storage",North Asia,24278,Consumer,4/5/2015,Standard Class,Liaoning,Tables,2015,0.3,1,-821.961,7,2614.689,203.26
Office Supplies,Liaoyang,China,JF-154151,Jennifer Ferguson,APAC,4/1/2015,IN-2014-48625,Medium,OFF-LA-10002630,"Novimex Legal Exhibit Labels, Laser Printer Compatible",North Asia,24277,Consumer,4/5/2015,Standard Class,Liaoning,Labels,2015,0,1,9.36,6,62.82,3.81
Technology,Liaoyang,China,JF-154151,Jennifer Ferguson,APAC,4/1/2015,IN-2014-48625,Medium,TEC-PH-10004618,"Motorola Speaker Phone, VoIP",North Asia,24279,Consumer,4/5/2015,Standard Class,Liaoning,Phones,2015,0,1,93.48,4,519.48,45.48
Office Supplies,Suzhou,China,FC-142451,Frank Carlisle,APAC,4/2/2015,IN-2014-78200,Medium,OFF-PA-10002514,"Xerox Memo Slips, Premium",North Asia,27976,Home Office,4/4/2015,First Class,Gansu,Paper,2015,0,1,12.96,3,40.59,3
Technology,Suzhou,China,FC-142451,Frank Carlisle,APAC,4/2/2015,IN-2014-78200,Medium,TEC-MA-10004997,"Konica Receipt Printer, Red",North Asia,27977,Home Office,4/4/2015,First Class,Gansu,Machines,2015,0,1,31.02,2,238.8,33.96
Office Supplies,Guangzhou,China,SA-208301,Sue Ann Reed,APAC,4/3/2015,IN-2014-69793,Medium,OFF-BI-10001808,"Ibico Index Tab, Clear",North Asia,22481,Consumer,4/5/2015,Second Class,Guangdong,Binders,2015,0,1,1.92,8,71.28,7.24
Technology,Chongqing,China,PG-188201,Patrick Gardner,APAC,4/5/2015,IN-2014-43158,High,TEC-AC-10001438,"SanDisk Flash Drive, Programmable",North Asia,24493,Consumer,4/10/2015,Second Class,Chongqing,Accessories,2015,0,1,48.72,7,287.28,43.12
Furniture,Lianyuan,China,AH-100751,Adam Hart,APAC,4/8/2015,IN-2014-61939,Medium,FUR-FU-10003826,"Eldon Door Stop, Duo Pack",North Asia,27746,Corporate,4/15/2015,Standard Class,Hunan,Furnishings,2015,0,1,54.18,3,150.66,16.04
Furniture,Shanghai,China,JS-156851,Jim Sink,APAC,4/11/2015,IN-2014-57011,Critical,FUR-CH-10002412,"Hon Bag Chairs, Black",North Asia,21037,Corporate,4/14/2015,Second Class,Shanghai,Chairs,2015,0,1,0.84,2,85.44,41.13
Furniture,Shanghai,China,JS-156851,Jim Sink,APAC,4/11/2015,IN-2014-57011,Critical,FUR-FU-10002848,"Advantus Stacking Tray, Black",North Asia,21036,Corporate,4/14/2015,Second Class,Shanghai,Furnishings,2015,0,1,23.76,3,79.29,17.65
Office Supplies,Shanghai,China,JS-156851,Jim Sink,APAC,4/11/2015,IN-2014-57011,Critical,OFF-SU-10000723,"Kleencut Shears, Steel",North Asia,21034,Corporate,4/14/2015,Second Class,Shanghai,Supplies,2015,0,1,26.28,3,138.51,18.65
Technology,Shanghai,China,JS-156851,Jim Sink,APAC,4/11/2015,IN-2014-57011,Critical,TEC-AC-10002883,"Logitech Keyboard, Ergonomic",North Asia,21035,Corporate,4/14/2015,Second Class,Shanghai,Accessories,2015,0,1,86.4,3,210.78,63.18
Furniture,Wuhai,China,HA-149201,Helen Andreada,APAC,4/17/2015,IN-2014-61932,Critical,FUR-FU-10004820,"Advantus Photo Frame, Ergonomic",North Asia,20611,Consumer,4/17/2015,Same Day,Inner Mongolia,Furnishings,2015,0,1,44.34,2,103.2,23.96
Office Supplies,Wuhai,China,HA-149201,Helen Andreada,APAC,4/17/2015,IN-2014-61932,Critical,OFF-ST-10000351,"Smead Shelving, Wire Frame",North Asia,20609,Consumer,4/17/2015,Same Day,Inner Mongolia,Storage,2015,0,1,1.92,4,192,43.1
Technology,Wuhai,China,HA-149201,Helen Andreada,APAC,4/17/2015,IN-2014-61932,Critical,TEC-PH-10001457,"Apple Smart Phone, Full Size",North Asia,20610,Consumer,4/17/2015,Same Day,Inner Mongolia,Phones,2015,0,1,140.22,2,1275,377.58
Office Supplies,Changchun,China,JF-155651,Jill Fjeld,APAC,4/18/2015,IN-2014-47988,High,OFF-AR-10000242,"BIC Pencil Sharpener, Blue",North Asia,28791,Consumer,4/19/2015,First Class,Jilin,Art,2015,0,1,26.1,5,145.05,25.15
Technology,Changchun,China,JF-155651,Jill Fjeld,APAC,4/18/2015,IN-2014-47988,High,TEC-PH-10001900,"Motorola Signal Booster, VoIP",North Asia,28792,Consumer,4/19/2015,First Class,Jilin,Phones,2015,0,1,343.65,5,716.1,120.72
Office Supplies,Nanyang,China,CC-123701,Christopher Conant,APAC,4/22/2015,IN-2014-54148,Medium,OFF-PA-10002921,"Eaton Message Books, Multicolor",North Asia,30035,Consumer,4/26/2015,Standard Class,Henan,Paper,2015,0,1,5.04,1,21.99,1.8
Furniture,Gongzhuling,China,RB-193601,Raymond Buch,APAC,4/22/2015,IN-2014-24384,Critical,FUR-BO-10002819,"Ikea Stackable Bookrack, Traditional",North Asia,21304,Consumer,4/25/2015,Second Class,Jilin,Bookcases,2015,0,1,248.64,7,858.06,170.77
Office Supplies,Gongzhuling,China,RB-193601,Raymond Buch,APAC,4/22/2015,IN-2014-24384,Critical,OFF-AP-10001567,"Breville Blender, White",North Asia,21301,Consumer,4/25/2015,Second Class,Jilin,Appliances,2015,0,1,190.95,5,454.95,169.8
Office Supplies,Gongzhuling,China,RB-193601,Raymond Buch,APAC,4/22/2015,IN-2014-24384,Critical,OFF-AR-10001043,"BIC Pens, Blue",North Asia,21299,Consumer,4/25/2015,Second Class,Jilin,Art,2015,0,1,25.83,7,99.96,20.85
Office Supplies,Gongzhuling,China,RB-193601,Raymond Buch,APAC,4/22/2015,IN-2014-24384,Critical,OFF-BI-10003098,"Ibico Binding Machine, Economy",North Asia,21303,Consumer,4/25/2015,Second Class,Jilin,Binders,2015,0,1,60.12,3,154.26,46
Office Supplies,Gongzhuling,China,RB-193601,Raymond Buch,APAC,4/22/2015,IN-2014-24384,Critical,OFF-FA-10002636,"Accos Staples, 12 Pack",North Asia,21300,Consumer,4/25/2015,Second Class,Jilin,Fasteners,2015,0,1,2.43,3,31.14,2.8
